,Country,EdLevel,Experience,Salary
51360,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,43621.0
51366,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,93670.0
51368,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,29939.0
51369,other,Primary/elementary school,25,100000.0
51372,India,Some college/university study without earning a degree,10,30292.0
51377,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,200000.0
51380,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,178000.0
51383,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,64254.0
51386,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,180000.0
51387,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15,71517.0
51390,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,111724.0
51397,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,24234.0
51400,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,48190.0
51401,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,100000.0
51406,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,79325.0
51407,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,170000.0
51409,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,78913.0
51416,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,65000.0
51418,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,64514.0
51419,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,86197.0
51423,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,69608.0
51429,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,21810.0
51435,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,160000.0
51436,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,109276.0
51437,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,82000.0
51442,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,37005.0
51445,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,78000.0
51446,Spain,Some college/university study without earning a degree,20,40159.0
51448,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",29,93168.0
51451,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,61684.0
51457,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,69409.0
51460,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,63691.0
51463,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,15794.0
51466,other,Some college/university study without earning a degree,7,53545.0
51468,Australia,Some college/university study without earning a degree,24,99156.0
51473,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,65236.0
51475,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,148703.0
51477,other,"Associate degree (A.A., A.S., etc.)",8,68098.0
51480,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,62799.0
51483,United Kingdom of Great Britain and Northern Ireland,"Associate degree (A.A., A.S., etc.)",16,105517.0
51486,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,48468.0
51489,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,180000.0
51490,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,42836.0
51491,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,14704.0
51493,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,84818.0
51494,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,41490.0
51495,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,30393.0
51496,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,38552.0
51498,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,62656.0
51499,Norway,"Associate degree (A.A., A.S., etc.)",9,81552.0
51500,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,117798.0
51503,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,12222.0
51505,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,84188.0
51512,Italy,"Associate degree (A.A., A.S., etc.)",4,32127.0
51516,Australia,Something else,6,79325.0
51522,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,16964.0
51524,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,49837.0
51527,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,182161.0
51529,Brazil,Some college/university study without earning a degree,6,73600.0
51534,Sweden,Some college/university study without earning a degree,22,70765.0
51535,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,42968.0
51539,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,74963.0
51540,Spain,"Associate degree (A.A., A.S., etc.)",5,53545.0
51543,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,29780.0
51544,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,24234.0
51545,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,46171.0
51547,Sweden,Some college/university study without earning a degree,12,70949.0
51548,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,42207.0
51549,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,13366.0
51552,Brazil,Some college/university study without earning a degree,15,48690.0
51553,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,168000.0
51555,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",9,96381.0
51557,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,18905.0
51560,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,44978.0
51561,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,28914.0
51564,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,24234.0
51565,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,53866.0
51568,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,43448.0
51570,France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",2,104948.0
51576,other,Some college/university study without earning a degree,8,75544.0
51578,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,117798.0
51579,other,Some college/university study without earning a degree,1,40645.0
51580,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,22716.0
51581,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,81655.0
51585,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,107090.0
51586,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,73892.0
51589,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",24,141358.0
51590,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,89955.0
51594,Netherlands,Some college/university study without earning a degree,13,96381.0
51601,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,64254.0
51602,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,69608.0
51603,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,95586.0
51609,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19,112444.0
51610,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,11566.0
51611,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,143281.0
51613,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,64254.0
51615,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,69608.0
51616,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27,74963.0
51619,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,74963.0
51622,Germany,Some college/university study without earning a degree,11,49261.0
51623,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,42407.0
51624,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",13,91447.0
51625,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,48190.0
51627,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,74963.0
51629,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15,49503.0
51632,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,95310.0
51634,Australia,Some college/university study without earning a degree,5,92545.0
51638,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,26933.0
51642,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,50332.0
51643,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,20599.0
51649,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,34804.0
51654,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,27843.0
51656,Canada,Some college/university study without earning a degree,Less than 1 year,11153.0
51660,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,48190.0
51661,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,96381.0
51665,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,58899.0
51675,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,85000.0
51677,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,41765.0
51682,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,55687.0
51686,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,47119.0
51688,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,128507.0
51692,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,5,65173.0
51693,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,69608.0
51694,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,52474.0
51696,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,74963.0
51700,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,10000.0
51702,United Kingdom of Great Britain and Northern Ireland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15,74483.0
51708,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,115000.0
51710,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,43621.0
51712,Italy,Some college/university study without earning a degree,5,130000.0
51713,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,72821.0
51716,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,46049.0
51718,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,10057.0
51719,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,195000.0
51720,United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6,98690.0
51723,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,25701.0
51731,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,51082.0
51737,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,118987.0
51741,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,41765.0
51742,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,77679.0
51744,other,Some college/university study without earning a degree,10,65000.0
51746,other,Some college/university study without earning a degree,2,21418.0
51748,Spain,Some college/university study without earning a degree,16,38552.0
51749,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,57828.0
51751,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,86743.0
51752,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,38267.0
51753,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,125597.0
51754,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15,96381.0
51756,Spain,Primary/elementary school,17,107090.0
51757,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,53114.0
51758,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,38964.0
51759,Australia,Some college/university study without earning a degree,4,74036.0
51763,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,51000.0
51768,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,56757.0
51769,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,88934.0
51770,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,25792.0
51774,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,140770.0
51775,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,10,44690.0
51776,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,12117.0
51779,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,80690.0
51785,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,47119.0
51786,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,66104.0
51787,Germany,"Associate degree (A.A., A.S., etc.)",24,55687.0
51789,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,11139.0
51791,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,46409.0
51796,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,82234.0
51799,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,42520.0
51804,other,Some college/university study without earning a degree,Less than 1 year,12556.0
51807,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",19,70679.0
51808,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,80317.0
51810,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,53545.0
51811,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,96381.0
51813,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,34524.0
51816,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,67451.0
51817,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,26772.0
51819,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,80317.0
51826,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,74756.0
51828,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,56285.0
51831,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,48727.0
51832,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,50118.0
51834,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,63429.0
51836,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40,64552.0
51839,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15,123153.0
51843,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,89955.0
51844,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,58899.0
51847,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,74963.0
51848,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21,41197.0
51850,other,"Associate degree (A.A., A.S., etc.)",5,12763.0
51851,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,49655.0
51855,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,71779.0
51856,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,12711.0
51857,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,46087.0
51867,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,80703.0
51868,other,Some college/university study without earning a degree,Less than 1 year,17134.0
51870,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,46439.0
51875,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,42836.0
51878,other,"Associate degree (A.A., A.S., etc.)",10,47211.0
51882,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,52474.0
51883,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,132260.0
51884,other,Some college/university study without earning a degree,Less than 1 year,11878.0
51885,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,65084.0
51888,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,107090.0
51897,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,81931.0
51898,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,72490.0
51903,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,58414.0
51904,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,32127.0
51906,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,41277.0
51907,other,Some college/university study without earning a degree,Less than 1 year,24317.0
51910,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,37481.0
51911,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,23560.0
51912,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,8,40966.0
51914,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11,58471.0
51920,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24,121238.0
51921,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,57086.0
51924,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,41497.0
51925,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,44978.0
51926,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,45000.0
51930,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,52262.0
51932,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27,37481.0
51935,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,117798.0
